survey_response_id,employee_scd_id,year,recommendation_rating,comment,has_comment
306,202300098,2023,8,"Recognition and coaching are consistent, which helps me grow and perform. I’m satisfied with my pay and the overall benefits package.",True
307,202301249,2023,8,"The company feels stable and well-positioned in the market, with strong client demand.",True
308,202300102,2023,7,Pay progression feels slow compared with responsibilities and performance expectations.,True
309,202301380,2023,7,,False
310,202301162,2023,7,Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True
311,202301209,2023,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
312,202301443,2023,8,Work conditions are good overall and hybrid work is handled pragmatically.,True
313,202300919,2023,9,"The company feels stable and well-positioned in the market, with strong client demand. Team spirit is strong and the atmosphere is friendly and supportive. Overall, I would recommend Skapa without hesitation.",True
314,202300759,2023,7,,False
315,202301270,2023,7,,False
316,202300201,2023,7,Workload peaks can be intense and staffing feels tight on some projects.,True
317,202300824,2023,9,I appreciate the trust and autonomy; the management style feels genuinely empowering. Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.,True
318,202301224,2023,8,Work conditions are good overall and hybrid work is handled pragmatically. Innovation and a forward-looking strategy make the business feel resilient.,True
319,202301740,2023,7,,False
320,202301377,2023,7,Team spirit is strong and the atmosphere is friendly and supportive.,True
321,202301689,2023,8,I see real chances to progress based on merit and impact.,True
322,202300274,2023,8,"Recognition and coaching are consistent, which helps me grow and perform.",True
323,202300014,2023,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True
324,202301742,2023,7,I would like more regular coaching and clearer expectations from leadership.,True
325,202300502,2023,4,I would like more regular coaching and clearer expectations from leadership. It would help to see concrete actions and follow-up.,True
326,202301393,2023,8,Work conditions are good overall and hybrid work is handled pragmatically.,True
327,202301276,2023,6,,False
328,202300458,2023,7,I would like more visibility from leadership and less pressure driven by short-term targets. Compensation has not kept pace with inflation and market benchmarks.,True
329,202301735,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True
330,202301064,2023,6,Pay progression feels slow compared with responsibilities and performance expectations. The employer brand could be stronger to attract and retain top talent.,True
331,202300506,2023,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly. The company feels stable and well-positioned in the market, with strong client demand.",True
332,202300707,2023,10,I appreciate the increased transparency from leadership on decisions and direction. I feel proud to be part of the company.,True
333,202300065,2023,10,"I’m satisfied with my pay and the overall benefits package. I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True
334,202300066,2023,8,"Recognition and coaching are consistent, which helps me grow and perform.",True
335,202301127,2023,8,Career paths are becoming clearer and internal mobility feels realistic.,True
336,202300181,2023,8,Career paths are becoming clearer and internal mobility feels realistic.,True
337,202300432,2023,7,The employer brand could be stronger to attract and retain top talent. Work-life balance could improve; overtime can become the default during delivery.,True
338,202300289,2023,7,"Onboarding and integration were smooth, and the team culture is welcoming.",True
339,202300875,2023,9,I appreciate the trust and autonomy; the management style feels genuinely empowering. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True
340,202300466,2023,7,Workload peaks can be intense and staffing feels tight on some projects. The employer brand could be stronger to attract and retain top talent.,True
341,202300556,2023,10,"The company feels stable and well-positioned in the market, with strong client demand. Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
342,202301756,2023,8,The work feels meaningful because projects have clear impact for clients and society. Career paths are becoming clearer and internal mobility feels realistic.,True
343,202300623,2023,5,"Career progression can feel unclear, especially around the criteria for promotion. Compensation has not kept pace with inflation and market benchmarks.",True
344,202301451,2023,7,,False
345,202301450,2023,8,Compensation feels competitive for the market and responsibilities.,True
346,202301037,2023,5,Decision-making can feel top-down and recognition for effort is not always there. Work-life balance could improve; overtime can become the default during delivery.,True
347,202301326,2023,10,"Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True
348,202301509,2023,7,,False
349,202301819,2023,5,I worry about competitiveness and the pace of adapting to market changes.,True
350,202300738,2023,8,"I’m satisfied with my pay and the overall benefits package. Onboarding and integration were smooth, and the team culture is welcoming.",True
