survey_response_id,employee_scd_id,year,recommendation_rating,comment,has_comment,enps_category,sentiment
272,202300889,2023,8,Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
273,202300754,2023,10,Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True,promoter,positive
274,202300876,2023,6,Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
275,202301174,2023,7,,False,passive,
276,202301091,2023,7,Compensation has not kept pace with inflation and market benchmarks.,True,passive,negative
277,202301867,2023,8,I can maintain a healthy balance most of the time and flexibility helps. I see real chances to progress based on merit and impact.,True,passive,positive
278,202301859,2023,9,"I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
279,202301130,2023,8,Compensation feels competitive for the market and responsibilities. The work feels meaningful because projects have clear impact for clients and society.,True,passive,positive
280,202300300,2023,7,,False,passive,
281,202301880,2023,8,Client exposure and variety of missions are a real strength of consulting here.,True,passive,positive
282,202301883,2023,10,"I can maintain a healthy balance most of the time and flexibility helps. Supportive leadership and clear feedback make it easy to do great work. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
283,202300701,2023,6,Training is available but time to actually use it is limited during peak delivery.,True,detractor,negative
284,202300822,2023,7,"I would like more regular coaching and clearer expectations from leadership. I would like to see stronger action on inclusion and equity, not just messaging.",True,passive,to be determined
285,202300993,2023,10,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
286,202300052,2023,9,I can maintain a healthy balance most of the time and flexibility helps. Digital tools and processes are improving and make delivery more efficient. I feel proud to be part of the company.,True,promoter,positive
287,202300750,2023,6,,False,detractor,
288,202300911,2023,7,,False,passive,
289,202300860,2023,10,"I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
290,202300010,2023,9,"Skapa remains attractive with interesting missions and a solid reputation. Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True,promoter,positive
291,202301898,2023,10,"I appreciate the trust and autonomy; the management style feels genuinely empowering. I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
292,202300774,2023,9,"I feel aligned with the values, especially inclusion, sustainability and fairness. I feel proud to be part of the company.",True,promoter,positive
293,202301184,2023,10,I’m satisfied with my pay and the overall benefits package. Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True,promoter,positive
294,202300060,2023,7,Team spirit is strong and the atmosphere is friendly and supportive. Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True,passive,to be determined
295,202300307,2023,8,I can maintain a healthy balance most of the time and flexibility helps.,True,passive,positive
296,202301179,2023,7,"Onboarding and integration were smooth, and the team culture is welcoming. Work-life balance could improve; overtime can become the default during delivery.",True,passive,to be determined
297,202301545,2023,8,Digital tools and processes are improving and make delivery more efficient.,True,passive,positive
298,202300632,2023,8,"The company feels stable and well-positioned in the market, with strong client demand.",True,passive,positive
299,202301195,2023,7,Pay progression feels slow compared with responsibilities and performance expectations. I would like more structured development and transparency on growth opportunities.,True,passive,to be determined
300,202300167,2023,7,Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True,passive,negative
301,202300379,2023,10,Team spirit is strong and the atmosphere is friendly and supportive. I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True,promoter,positive
302,202301216,2023,9,"The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True,promoter,positive
303,202300149,2023,6,The employer brand could be stronger to attract and retain top talent.,True,detractor,negative
304,202301504,2023,7,Recent uncertainty in priorities makes the long-term direction feel less clear. I would like more regular coaching and clearer expectations from leadership.,True,passive,negative
305,202300190,2023,9,"Compensation feels competitive for the market and responsibilities. The company feels stable and well-positioned in the market, with strong client demand. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
306,202300098,2023,8,"Recognition and coaching are consistent, which helps me grow and perform. I’m satisfied with my pay and the overall benefits package.",True,passive,positive
307,202301249,2023,8,"The company feels stable and well-positioned in the market, with strong client demand.",True,passive,positive
308,202300102,2023,7,Pay progression feels slow compared with responsibilities and performance expectations.,True,passive,negative
309,202301380,2023,7,,False,passive,
